name,website,actual-website,address,company-overview
Leona Stewart Glass,https://homeandgift.co.uk/exhibitor/leona-stewart-glass,www.leonastewartglass.co.uk,"Ayr, United Kingdom","Leona Stewart Glass is based in Ayr, Scotland, and is run by glass artist, Leona. For over 20 years Leona has been designing and making her glass products from decorative gifts & jewellery to lighting and larger scale windows and doors. She successfully exhibited for the first time at Scotland's Trade Fairs in Autumn 18 & Spring 19 and is looking to expand on outlets stocking her glass work throughout the UK."
Les Georgettes by Altesse,https://homeandgift.co.uk/exhibitor/les-georgettes-by-altesse,website,France,description
Life Charms,https://homeandgift.co.uk/exhibitor/life-charms,www.lifecharms-trade.co.uk,"Camberley, United Kingdom",description
LIGA,https://homeandgift.co.uk/exhibitor/liga,www.liga.co.uk,"Truro, United Kingdom","LIGA (noun) a league of people united in purpose to love eco living. We design elegant eco homewares for everyday living. Drawing our inspiration from nature, we create products that evoke the spirit of coastal living and bring a natural sense of balance into the home. Beautiful. Practical. Mindful. We acknowledge our responsibility and debt to the environment by championing sustainable, recycled and organic materials. That’s why our placemats, coasters, trivets and pottery products are made with sustainable cork, which is harvested once every nine years without felling trees. Our cork enhances your home while allowing endangered wildlife to keep theirs. It’s not all tableware, either. LIGA candles, diffusers, room sprays, cleaning products, art prints, kids’ and adults’ clothing - all designed with you, and the planet, in mind. Because eco living is more than an aesthetic... it’s the LIGA philosophy."
Lime Tree Design,https://homeandgift.co.uk/exhibitor/lime-tree-design,www.limetreecollection.com,"Nottingham, United Kingdom","Lime Tree Design started out as a kitchen table business back in 2008 when a move from London to a rural Nottinghamshire village with small children opened up new possibilities. It quickly grew from strength to strength driven by my love of vintage jewellery (particularly lockets), pattern colour and above all original and interesting design, having had 15 years experience in the gift and design business. Our collection developed further when joined by designer Julia Wright who brought with her technical expertise and a passion for sculpture, which you can see in our charm range. We still work with a small team in a studio at the end of the garden and are supported by the craftsmen in Birmingham’s Jewellery Quarter amongst others. Our jewellery designs are all created by us using traditional methods and then made in sterling silver, gold vermeil and rose-gold vermeil. We also make a small range in solid gold and can create bespoke pieces if needed. We have recently started working with an artisan workshop in Jaipur who hand block prints cotton fabrics in our designs. This year sees the launch of our textile collection which includes Hankies, Bandanas, Kimonos, Face Masks, and Tunics and Lounge wear coming later in the year. Along side our own textiles we have always worked with Liberty Tana Lawn to make our range of Lavender Sardines and Lavender Birds. Our box of 3 Liberty Hankies in 2019 proved to be one of the most popular Christmas gifts last year."
Link Print and Packaging Ltd,https://homeandgift.co.uk/exhibitor/link-print-and-packaging-ltd,website,"Leyland, United Kingdom",description
Lisa Angel LTD,https://homeandgift.co.uk/exhibitor/lisa-angel-ltd,wholesale.lisaangel.co.uk,United Kingdom,"Proven Not on The High Street lifestyle brand Lisa Angel return with their design-led AW20 collection. The Lisa Angel wholesale collection encapsulates trend-led wholesale jewellery, wholesale scarves, and wholesale homeware. Designed in the UK and manufactured to the highest standard, the Lisa Angel wholesale range symbolises Lisa’s unique style and creativity."
Little Bird Told Me,https://homeandgift.co.uk/exhibitor/little-bird-told-me,www.littlebirdtoldme.co.uk,United Kingdom,"Little Bird Told Me are a team of toy and nursery specialists dedicated to making the world of little people and grown-ups that little bit more special. Our product ranges offer an exceptional choice of developmental activity toys, innovative rocking horses, ride ons and push alongs. Toys to fire the imagination In an industry awash with electronic toys we see the beauty in simple traditionally based toys, that have the ability to capture a child's imagination and encourage explorative play. That's why all of our products have carefully considered interactive features that stimulate and encourage free play, rather than dictate it. Thinking about our children's children Where we can, we use materials that can be easily recycled or are biodegradable. That's why we have a 'low tech' approach and focus our efforts on offering products without battery powered functions. We make every effort to minimise the use of plastic packaging or plastic bags, favouring biodegradable cardboard and tissue paper. So where we can make a difference, we will. Everyone's happy! We're confident that we've created a range of toys that delight and stimulate children as well as providing exceptional quality and longevity. So in the end it's not just the little people who will be happy, but the grown ups too! Built to last Toys today seem to last only as long as a child's attention span before they break or wear out! We believe in toys that are built to last. That's why our toys are made to the highest quality. Not just for a few hours, but for years of fun! Designed in Yorkshire! We always work hard to make our toys distinctive. Our animal ride ons and all of our rocking horses are design registered to make sure our creativity is protected."
Little Shop Of,https://homeandgift.co.uk/exhibitor/little-shop-of,www.littleshopof.co.uk,"London, United Kingdom",description
Little Weaver Arts,https://homeandgift.co.uk/exhibitor/little-weaver-arts,www.littleweaverarts.com,"Harrogate, United Kingdom","Little Weaver Arts Ltd is a British homeware designer selling a wide range of gifts and practical products featuring beautiful designs of wild and domestic animals, hand-drawn in pencil and pen, to decorate kitchens and homes. Our collection of white, fine bone china tableware is hand-decorated and finished in Stoke-on-Trent; our melamine tableware products, kitchen textiles, mounted prints and fine art cards are all manufactured in the UK. Home & Gift DP2-64 07900 080440 / 07867 474291 sales@littleweaverarts.com"
London Ornaments,https://homeandgift.co.uk/exhibitor/london-ornaments,www.londonornaments.co.uk,"Reading, United Kingdom","London Ornaments offer an extensive range of attractive and unique vintage style decorative ornaments and furniture for the home and garden. We aim to design and source quirky unusual products that you would not find in the large high street shops. For the garden, we are becoming known for our range of garden mirrors and our metal wall plaques but we have a number of other products which includes anything from bird feeders, planters, pots and lanterns up to large urns. We also manufacture a range of stoneware items including buddhas, animal, wall plaques and pots. All of these would make great gifts for the gardener. On the home side, our interiors include clocks, mirrors, lanterns, hooks and smaller decorative items and gifts such as coasters, book ends, candle holders, photo frames and trinket boxes. Established for over twelve years we work with a broad base of trade clients in the UK and overseas –including wholesalers, antique centres, reclamation yards and a variety of retailers both online and with shops. Our team has a detailed knowledge of the sector and pride themselves on providing a personal and efficient service. If there are specific items you are looking for or if you have any questions please do get in contact with us. View our full range on our website www.londonornaments.co.uk and if you would like to register with us, please email info@londonornaments.co.uk."
